medalist_name,medal,gender,sport,medalist_id,sport_id
Bair Badënov,Bronze,male,archery,1,1
Ilario Di Buò,Silver,male,archery,2,1
Im Dong-hyun,Gold,male,archery,3,1
Jiang Lin,Bronze,male,archery,4,1
Lee Chang-hwan,Gold,male,archery,5,1
Li Wenquan,Bronze,male,archery,6,1
Marco Galiazzo,Silver,male,archery,7,1
Mauro Nespoli,Silver,male,archery,8,1
Park Kyung-mo,Silver,male,archery,9,1
Viktor Ruban,Gold,male,archery,10,1
Xue Haifeng,Bronze,male,archery,11,1
Bérengère Schuh,Bronze,female,archery,12,1
Chen Ling,Silver,female,archery,13,1
Guo Dan,Silver,female,archery,14,1
Joo Hyun-Jung,Gold,female,archery,15,1
Park Sung-hyun,Silver,female,archery,16,1
Sophie Dodemont,Bronze,female,archery,17,1
Virginie Arnold,Bronze,female,archery,18,1
Yun Ok-hee,Bronze,female,archery,19,1
Zhang Juanjuan,Gold,female,archery,20,1
Aaron Armstrong,Gold,male,athletics,21,2
Ainārs Kovals,Silver,male,athletics,22,2
Alex Schwazer,Gold,male,athletics,23,2
Alfred Kirwa Yego,Bronze,male,athletics,24,2
Andrae Williams,Silver,male,athletics,25,2
Andreas Thorkildsen,Gold,male,athletics,26,2
Andrei Krauchanka,Silver,male,athletics,27,2
Andretti Bain,Silver,male,athletics,28,2
Andrew Steele,Bronze,male,athletics,29,2
Andrey Silnov,Gold,male,athletics,30,2
Angelo Taylor,Gold,male,athletics,31,2
Asbel Kiprop,Gold,male,athletics,32,2
Avard Moncur,Silver,male,athletics,33,2
Bershawn Jackson,Bronze,male,athletics,34,2
Brimin Kipruto,Gold,male,athletics,35,2
Bruno de Barros,Bronze,male,athletics,36,2
Bryan Clay,Gold,male,athletics,37,2
Chris Brown,Silver,male,athletics,38,2
Christian Cantwell,Silver,male,athletics,39,2
David Neville,Bronze,male,athletics,40,2
David Oliver,Bronze,male,athletics,41,2
David Payne,Silver,male,athletics,42,2
Dayron Robles,Gold,male,athletics,43,2
Denis Nizhegorodov,Bronze,male,athletics,44,2
Derek Miles,Bronze,male,athletics,45,2
Dylan Armstrong,Bronze,male,athletics,46,2
Edwin Soi,Bronze,male,athletics,47,2
Eliud Kipchoge,Silver,male,athletics,48,2
Emmanuel Callender,Gold,male,athletics,49,2
Gerd Kanter,Gold,male,athletics,50,2
Germaine Mason,Silver,male,athletics,51,2
Godfrey Khotso Mokoena,Silver,male,athletics,52,2
Ibrahim Camejo,Bronze,male,athletics,53,2
Irving Saladino,Gold,male,athletics,54,2
Ismail Ahmed Ismail,Silver,male,athletics,55,2
Ivan Tsikhan,Bronze,male,athletics,56,2
Jaouad Gharib,Silver,male,athletics,57,2
Jared Tallent,Bronze,male,athletics,58,2
Jefferson Pérez,Silver,male,athletics,59,2
Jeremy Wariner,Silver,male,athletics,60,2
José Carlos Moreira,Bronze,male,athletics,61,2
Kenenisa Bekele,Gold,male,athletics,62,2
Kerron Clement,Silver,male,athletics,63,2
Keston Bledman,Gold,male,athletics,64,2
LaShawn Merritt,Gold,male,athletics,65,2
Leevan Sands,Bronze,male,athletics,66,2
Leonel Suárez,Bronze,male,athletics,67,2
Mahiedine Mekhissi-Benabbad,Silver,male,athletics,68,2
Marc Burns,Gold,male,athletics,69,2
Martyn Rooney,Bronze,male,athletics,70,2
Mehdi Baala,Bronze,male,athletics,71,2
Micah Kogo,Bronze,male,athletics,72,2
Michael Bingham,Bronze,male,athletics,73,2
Michael Mathieu,Silver,male,athletics,74,2
Naoki Tsukahara,Silver,male,athletics,75,2
Nelson Évora,Gold,male,athletics,76,2
Nick Willis,Silver,male,athletics,77,2
Nobuharu Asahara,Silver,male,athletics,78,2
Phillips Idowu,Silver,male,athletics,79,2
Piotr Małachowski,Silver,male,athletics,80,2
Primož Kozmus,Gold,male,athletics,81,2
Ramon Miller,Silver,male,athletics,82,2
Reggie Witherspoon,Gold,male,athletics,83,2
Richard Mateelong,Bronze,male,athletics,84,2
Richard Thompson,Silver,male,athletics,85,2
Robert Tobin,Bronze,male,athletics,86,2
Samuel Wanjiru,Gold,male,athletics,87,2
Sandro Viana,Bronze,male,athletics,88,2
Shawn Crawford,Silver,male,athletics,89,2
Shingo Suetsugu,Silver,male,athletics,90,2
Shinji Takahira,Silver,male,athletics,91,2
Sileshi Sihine,Silver,male,athletics,92,2
Steve Hooker,Gold,male,athletics,93,2
Tero Pitkämäki,Bronze,male,athletics,94,2
Tomasz Majewski,Gold,male,athletics,95,2
Tsegaye Kebede,Bronze,male,athletics,96,2
Usain Bolt,Gold,male,athletics,97,2
Vadim Devyatovskiy,Silver,male,athletics,98,2
Valeriy Borchin,Gold,male,athletics,99,2
Vicente de Lima,Bronze,male,athletics,100,2
Virgilijus Alekna,Bronze,male,athletics,101,2
Walter Dix,Bronze,male,athletics,102,2
Wilfred Bungei,Gold,male,athletics,103,2
Yaroslav Rybakov,Bronze,male,athletics,104,2
Yevgeny Lukyanenko,Silver,male,athletics,105,2
Agnes Osazuwa,Silver,female,athletics,106,2
Allyson Felix,Silver,female,athletics,107,2
Anna Chicherova,Bronze,female,athletics,108,2
Barbora Špotáková,Gold,female,athletics,109,2
Blanka Vlašić,Silver,female,athletics,110,2
Blessing Okagbare,Silver,female,athletics,111,2
Bobby-Gaye Wilkins,Silver,female,athletics,112,2
Catherine Ndereba,Silver,female,athletics,113,2
Chelsea Hammond,Bronze,female,athletics,114,2
Christina Obergföll,Bronze,female,athletics,115,2
Christine Ohuruogu,Gold,female,athletics,116,2
Constantina Diță,Gold,female,athletics,117,2
Dawn Harper-Nelson,Gold,female,athletics,118,2
Elisa Rigaudo,Bronze,female,athletics,119,2
Ene Franca Idoko,Silver,female,athletics,120,2
Eunice Jepkorir,Silver,female,athletics,121,2
Françoise Mbango Etone,Gold,female,athletics,122,2
Gloria Kemasuode,Silver,female,athletics,123,2
Gong Lijiao,Bronze,female,athletics,124,2
Gölnara Galkina-Sämitevä,Gold,female,athletics,125,2
Halimat Ismaila,Silver,female,athletics,126,2
Hanna Mariën,Gold,female,athletics,127,2
Hasna Benhassi,Bronze,female,athletics,128,2
Hyleas Fountain,Silver,female,athletics,129,2
Iryna Lishchynska,Silver,female,athletics,130,2
Janeth Jepkosgei,Silver,female,athletics,131,2
Jennifer Suhr,Silver,female,athletics,132,2
Kelly Sotherton,Bronze,female,athletics,133,2
Kerron Stewart,Bronze,female,athletics,134,2
Kim Gevaert,Gold,female,athletics,135,2
Kjersti Plätzer,Silver,female,athletics,136,2
Linet Masai,Bronze,female,athletics,137,2
Lucimar de Moura,Bronze,female,athletics,138,2
Manuela Montebrun,Bronze,female,athletics,139,2
Marilyn Okoro,Bronze,female,athletics,140,2
Mariya Abakumova,Silver,female,athletics,141,2
Mary Wineberg,Gold,female,athletics,142,2
Maurren Maggi,Gold,female,athletics,143,2
Melaine Walker,Gold,female,athletics,144,2
Meseret Defar,Silver,female,athletics,145,2
Monique Henderson,Gold,female,athletics,146,2
Nancy Langat,Gold,female,athletics,147,2
Nataliya Dobrynska,Gold,female,athletics,148,2
Nataliya Tobias,Bronze,female,athletics,149,2
Natasha Hastings,Gold,female,athletics,150,2
Nicola Sanders,Bronze,female,athletics,151,2
Novlene Williams-Mills,Silver,female,athletics,152,2
Olena Antonova,Silver,female,athletics,153,2
Olga Kaniskina,Gold,female,athletics,154,2
Olivia Borlée,Gold,female,athletics,155,2
Oludamola Osayomi,Silver,female,athletics,156,2
Pamela Jelimo,Gold,female,athletics,157,2
Priscilla Lopes-Schliep,Bronze,female,athletics,158,2
Rosemar Coelho Neto,Bronze,female,athletics,159,2
Rosemarie Whyte,Silver,female,athletics,160,2
Rosângela Santos,Bronze,female,athletics,161,2
Sally Pearson,Silver,female,athletics,162,2
Sanya Richards-Ross,Bronze,female,athletics,163,2
Shalane Flanagan,Silver,female,athletics,164,2
Sheena Tosta,Silver,female,athletics,165,2
Shelly-Ann Fraser-Pryce,Gold,female,athletics,166,2
Shereefa Lloyd,Silver,female,athletics,167,2
Shericka Williams,Silver,female,athletics,168,2
Sherone Simpson,Silver,female,athletics,169,2
Song Aimin,Bronze,female,athletics,170,2
Stephanie Brown Trafton,Gold,female,athletics,171,2
Svetlana Feofanova,Bronze,female,athletics,172,2
Sylvia Jebiwott Kibet,Bronze,female,athletics,173,2
Tasha Danvers,Bronze,female,athletics,174,2
Tatyana Chernova,Bronze,female,athletics,175,2
Thaissa Presti,Bronze,female,athletics,176,2
Tia Hellebaut,Gold,female,athletics,177,2
Tirunesh Dibaba,Gold,female,athletics,178,2
Valerie Adams,Gold,female,athletics,179,2
Veronica Campbell-Brown,Gold,female,athletics,180,2
Yekaterina Volkova,Bronze,female,athletics,181,2
Yelena Isinbayeva,Gold,female,athletics,182,2
Yipsi Moreno,Gold,female,athletics,183,2
Zhang Wenxiu,Silver,female,athletics,184,2
Zhou Chunxiu,Bronze,female,athletics,185,2
Élodie Ouédraogo,Gold,female,athletics,186,2
Cai Yun,Silver,male,badminton,187,3
Chen Jin,Bronze,male,badminton,188,3
Fu Haifeng,Silver,male,badminton,189,3
He Hanbin,Bronze,male,badminton,190,3
Hendra Setiawan,Gold,male,badminton,191,3
Hwang Ji-man,Bronze,male,badminton,192,3
Lee Chong Wei,Silver,male,badminton,193,3
Lee Jae-jin,Bronze,male,badminton,194,3
Lee Yong-dae,Gold,male,badminton,195,3
Lin Dan,Gold,male,badminton,196,3
Markis Kido,Gold,male,badminton,197,3
Nova Widianto,Silver,male,badminton,198,3
Du Jing,Gold,female,badminton,199,3
Lee Hyo-jung,Silver,female,badminton,200,3
Lee Kyung-won,Silver,female,badminton,201,3
Liliyana Natsir,Silver,female,badminton,202,3
Maria Kristin Yulianti,Bronze,female,badminton,203,3
Wei Yili,Bronze,female,badminton,204,3
Xie Xingfang,Silver,female,badminton,205,3
Yu Yang,Gold,female,badminton,206,3
Zhang Ning,Gold,female,badminton,207,3
Zhang Yawen,Bronze,female,badminton,208,3
Adiel Palma,Silver,male,baseball,209,4
Alexander Malleta,Silver,male,baseball,210,4
Alexei Bell,Silver,male,baseball,211,4
Alfredo Despaigne,Silver,male,baseball,212,4
Ariel Pestano,Silver,male,baseball,213,4
Blaine Neal,Bronze,male,baseball,214,4
Bong Jung-keun,Gold,male,baseball,215,4
Brandon Knight,Bronze,male,baseball,216,4
Brett Anderson,Bronze,male,baseball,217,4
Brian Barden,Bronze,male,baseball,218,4
Brian Duensing,Bronze,male,baseball,219,4
Casey Weathers,Bronze,male,baseball,220,4
Chong Tae-hyon,Gold,male,baseball,221,4
Dexter Fowler,Bronze,male,baseball,222,4
Eduardo Paret,Silver,male,baseball,223,4
Elier Sánchez,Silver,male,baseball,224,4
Eriel Sánchez,Silver,male,baseball,225,4
Frederich Cepeda,Silver,male,baseball,226,4
Giorvis Duvergel,Silver,male,baseball,227,4
Han Ki-joo,Gold,male,baseball,228,4
Hyun-jin Ryu,Gold,male,baseball,229,4
Héctor Olivera,Silver,male,baseball,230,4
Jake Arrieta,Bronze,male,baseball,231,4
Jang Won-sam,Gold,male,baseball,232,4
Jason Donald,Bronze,male,baseball,233,4
Jayson Nix,Bronze,male,baseball,234,4
Jeff Stevens,Bronze,male,baseball,235,4
Jeong Keun-woo,Gold,male,baseball,236,4
Jeremy Cummings,Bronze,male,baseball,237,4
Jin Kab-yong,Gold,male,baseball,238,4
John Gall,Bronze,male,baseball,239,4
Jonder Martínez,Silver,male,baseball,240,4
Kang Min-ho,Gold,male,baseball,241,4
Kevin Jepsen,Bronze,male,baseball,242,4
Kim Dong-ju,Gold,male,baseball,243,4
Kim Hyun-soo,Gold,male,baseball,244,4
Kim Kwang-hyun,Gold,male,baseball,245,4
Kim Min-jae,Gold,male,baseball,246,4
Ko Young-min,Gold,male,baseball,247,4
Kwon Hyuk,Gold,male,baseball,248,4
Lee Dae-ho,Gold,male,baseball,249,4
Lee Jin-young,Gold,male,baseball,250,4
Lee Jong-wook,Gold,male,baseball,251,4
Lee Seung-yuop,Gold,male,baseball,252,4
Lee Taek-keun,Gold,male,baseball,253,4
Lee Yong-kyu,Gold,male,baseball,254,4
Lou Marson,Bronze,male,baseball,255,4
Luis Miguel Navas,Silver,male,baseball,256,4
Luis Miguel Rodríguez,Silver,male,baseball,257,4
Matt LaPorta,Bronze,male,baseball,258,4
Matthew Brown,Bronze,male,baseball,259,4
Michel Enríquez,Silver,male,baseball,260,4
Miguel Lahera,Silver,male,baseball,261,4
Mike Hessman,Bronze,male,baseball,262,4
Mike Koplove,Bronze,male,baseball,263,4
Nate Schierholtz,Bronze,male,baseball,264,4
Norberto González,Silver,male,baseball,265,4
Norge Luis Vera,Silver,male,baseball,266,4
Oh Seung-hwan,Gold,male,baseball,267,4
Park Jin-man,Gold,male,baseball,268,4
Pedro Luis Lazo,Silver,male,baseball,269,4
Rolando Meriño,Silver,male,baseball,270,4
Song Seung-jun,Gold,male,baseball,271,4
Stephen Strasburg,Bronze,male,baseball,272,4
Taylor Teagarden,Bronze,male,baseball,273,4
Terry Tiffee,Bronze,male,baseball,274,4
Trevor Cahill,Bronze,male,baseball,275,4
Vicyohandri Odelín,Silver,male,baseball,276,4
Yadier Pedroso,Silver,male,baseball,277,4
Yoandry Urgellés,Silver,male,baseball,278,4
Yoon Suk-min,Gold,male,baseball,279,4
Yulieski Gurriel,Silver,male,baseball,280,4
Andrés Nocioni,Bronze,male,basketball,281,5
Antonio Porta,Bronze,male,basketball,282,5
Berni Rodríguez,Silver,male,basketball,283,5
Carlos Boozer,Gold,male,basketball,284,5
Carlos Delfino,Bronze,male,basketball,285,5
Carlos Jiménez,Silver,male,basketball,286,5
Carmelo Anthony,Gold,male,basketball,287,5
Chris Bosh,Gold,male,basketball,288,5
Chris Paul,Gold,male,basketball,289,5
Dwight Howard,Gold,male,basketball,290,5
Dwyane Wade,Gold,male,basketball,291,5
Fabricio Oberto,Bronze,male,basketball,292,5
Federico Kammerichs,Bronze,male,basketball,293,5
Felipe Reyes,Silver,male,basketball,294,5
Jason Kidd,Gold,male,basketball,295,5
Jorge Garbajosa,Silver,male,basketball,296,5
José Calderón,Silver,male,basketball,297,5
Juan Carlos Navarro,Silver,male,basketball,298,5
Juan Pedro Gutiérrez,Bronze,male,basketball,299,5
Kobe Bryant,Gold,male,basketball,300,5
LeBron James,Gold,male,basketball,301,5
Leonardo Gutiérrez,Bronze,male,basketball,302,5
Luis Scola,Bronze,male,basketball,303,5
Manu Ginóbili,Bronze,male,basketball,304,5
Marc Gasol,Silver,male,basketball,305,5
Michael Redd,Gold,male,basketball,306,5
Pablo Prigioni,Bronze,male,basketball,307,5
Paolo Quinteros,Bronze,male,basketball,308,5
Pau Gasol,Silver,male,basketball,309,5
Raül López,Silver,male,basketball,310,5
Ricky Rubio,Silver,male,basketball,311,5
Román González,Bronze,male,basketball,312,5
Rudy Fernández,Silver,male,basketball,313,5
Tayshaun Prince,Gold,male,basketball,314,5
Álex Mumbrú,Silver,male,basketball,315,5
Becky Hammon,Bronze,female,basketball,316,5
Belinda Snell,Silver,female,basketball,317,5
Candace Parker,Gold,female,basketball,318,5
Cappie Pondexter,Gold,female,basketball,319,5
DeLisha Milton-Jones,Gold,female,basketball,320,5
Diana Taurasi,Gold,female,basketball,321,5
Emma Randall,Silver,female,basketball,322,5
Erin Phillips,Silver,female,basketball,323,5
Hollie Grima,Silver,female,basketball,324,5
Ilona Korstin,Bronze,female,basketball,325,5
Irina Osipova,Bronze,female,basketball,326,5
Irina Sokolovskaya,Bronze,female,basketball,327,5
Jenni Screen,Silver,female,basketball,328,5
Kara Lawson,Gold,female,basketball,329,5
Katie Smith,Gold,female,basketball,330,5
Kristi Harrower,Silver,female,basketball,331,5
Laura Summerton,Silver,female,basketball,332,5
Lauren Jackson,Silver,female,basketball,333,5
Lisa Leslie,Gold,female,basketball,334,5
Maria Stepanova,Bronze,female,basketball,335,5
Marina Karpunina,Bronze,female,basketball,336,5
Marina Kuzina,Bronze,female,basketball,337,5
Natalia Vodopyanova,Bronze,female,basketball,338,5
Oxana Rakhmatulina,Bronze,female,basketball,339,5
Penny Taylor,Silver,female,basketball,340,5
Rohanee Cox,Silver,female,basketball,341,5
Seimone Augustus,Gold,female,basketball,342,5
Sue Bird,Gold,female,basketball,343,5
Suzy Batkovic,Silver,female,basketball,344,5
Svetlana Abrosimova,Bronze,female,basketball,345,5
Sylvia Fowles,Gold,female,basketball,346,5
Tamika Catchings,Gold,female,basketball,347,5
Tatiana Shchegoleva,Bronze,female,basketball,348,5
Tina Thompson,Gold,female,basketball,349,5
Tully Bevilaqua,Silver,female,basketball,350,5
Yekaterina Lisina,Bronze,female,basketball,351,5
Aleksei Tishchenko,Gold,male,boxing,352,6
Alexis Vastine,Bronze,male,boxing,353,6
Andry Laffita,Silver,male,boxing,354,6
Bakhyt Sarsekbayev,Gold,male,boxing,355,6
Bruno Julie,Bronze,male,boxing,356,6
Carlos Banteux,Silver,male,boxing,357,6
Clemente Russo,Silver,male,boxing,358,6
Daouda Sow,Silver,male,boxing,359,6
Darren Sutherland,Bronze,male,boxing,360,6
David Price,Bronze,male,boxing,361,6
Deontay Wilder,Bronze,male,boxing,362,6
Emilio Correa,Silver,male,boxing,363,6
Enkhbatyn Badar-Uugan,Gold,male,boxing,364,6
Georgy Balakshin,Bronze,male,boxing,365,6
Hrachik Javakhyan,Bronze,male,boxing,366,6
James DeGale,Gold,male,boxing,367,6
Kanat Islam,Bronze,male,boxing,368,6
Kenny Egan,Silver,male,boxing,369,6
Khedafi Djelkhir,Silver,male,boxing,370,6
Kim Jung-joo,Bronze,male,boxing,371,6
Manuel Félix Díaz,Gold,male,boxing,372,6
Manus Boonjumnong,Silver,male,boxing,373,6
Matthew Luu,Bronze,male,boxing,374,6
Osmay Acosta,Bronze,male,boxing,375,6
Paddy Barnes,Bronze,male,boxing,376,6
Pürevdorjiin Serdamba,Silver,male,boxing,377,6
Rakhim Chakhkiyev,Gold,male,boxing,378,6
Roberto Cammarelle,Gold,male,boxing,379,6
Roniel Iglesias,Bronze,male,boxing,380,6
Shahin Imranov,Bronze,male,boxing,381,6
Somjit Jongjohor,Gold,male,boxing,382,6
Tony Jeffries,Bronze,male,boxing,383,6
Vasyl Lomachenko,Gold,male,boxing,384,6
Veaceslav Gojan,Bronze,male,boxing,385,6
Vijender Singh,Bronze,male,boxing,386,6
Vincenzo Picardi,Bronze,male,boxing,387,6
Yakup Kılıç,Bronze,male,boxing,388,6
Yampier Hernández,Bronze,male,boxing,389,6
Yankiel León,Silver,male,boxing,390,6
Yerkebulan Shynaliyev,Bronze,male,boxing,391,6
Yordenis Ugás,Bronze,male,boxing,392,6
Zhang Xiaoping,Gold,male,boxing,393,6
Zhang Zhilei,Silver,male,boxing,394,6
Zou Shiming,Gold,male,boxing,395,6
Adam van Koeverden,Silver,male,canoeing and kayaking,396,7
Aleksandr Kostoglod,Silver,male,canoeing and kayaking,397,7
Alexander Grimm,Gold,male,canoeing and kayaking,398,7
Aliaksandr Bahdanovich,Gold,male,canoeing and kayaking,399,7
Aliaksei Abalmasau,Gold,male,canoeing and kayaking,400,7
Andrea Facchin,Bronze,male,canoeing and kayaking,401,7
Andreas Ihle,Gold,male,canoeing and kayaking,402,7
Andrei Bahdanovich,Gold,male,canoeing and kayaking,403,7
Antonio Scaduto,Bronze,male,canoeing and kayaking,404,7
Artur Litvinchuk,Gold,male,canoeing and kayaking,405,7
Attila Vajda,Gold,male,canoeing and kayaking,406,7
Benjamin Boukpeti,Bronze,male,canoeing and kayaking,407,7
Björn Goldschmidt,Bronze,male,canoeing and kayaking,408,7
Carlos Pérez Rial,Gold,male,canoeing and kayaking,409,7
Christian Gille,Bronze,male,canoeing and kayaking,410,7
David Cal,Silver,male,canoeing and kayaking,411,7
David Florence,Silver,male,canoeing and kayaking,412,7
Dmitry Larionov,Bronze,male,canoeing and kayaking,413,7
Eirik Verås Larsen,Silver,male,canoeing and kayaking,414,7
Erik Vlček,Silver,male,canoeing and kayaking,415,7
Fabien Lefèvre,Silver,male,canoeing and kayaking,416,7
György Kozmann,Bronze,male,canoeing and kayaking,417,7
Jaroslav Volf,Silver,male,canoeing and kayaking,418,7
Juraj Tarr,Silver,male,canoeing and kayaking,419,7
Ken Wallace,Gold,male,canoeing and kayaking,420,7
Kim Wraae Knudsen,Silver,male,canoeing and kayaking,421,7
Lutz Altepost,Bronze,male,canoeing and kayaking,422,7
Martin Hollstein,Gold,male,canoeing and kayaking,423,7
Maxim Opalev,Gold,male,canoeing and kayaking,424,7
Meng Guanliang,Gold,male,canoeing and kayaking,425,7
Michal Martikán,Gold,male,canoeing and kayaking,426,7
Michal Riszdorfer,Silver,male,canoeing and kayaking,427,7
Mikhail Kuznetsov,Bronze,male,canoeing and kayaking,428,7
Norman Bröckl,Bronze,male,canoeing and kayaking,429,7
Ondřej Štěpánek,Silver,male,canoeing and kayaking,430,7
Pavol Hochschorner,Gold,male,canoeing and kayaking,431,7
Peter Hochschorner,Gold,male,canoeing and kayaking,432,7
Raman Pietrushenka,Bronze,male,canoeing and kayaking,433,7
René Holten Poulsen,Silver,male,canoeing and kayaking,434,7
Richard Riszdorfer,Silver,male,canoeing and kayaking,435,7
Robin Bell,Bronze,male,canoeing and kayaking,436,7
Ronald Rauhe,Silver,male,canoeing and kayaking,437,7
Saúl Craviotto,Gold,male,canoeing and kayaking,438,7
Sergey Ulegin,Silver,male,canoeing and kayaking,439,7
Tamás Kiss,Bronze,male,canoeing and kayaking,440,7
Thomas Hall,Bronze,male,canoeing and kayaking,441,7
Tim Brabants,Bronze,male,canoeing and kayaking,442,7
Tim Wieskötter,Silver,male,canoeing and kayaking,443,7
Tomasz Wylenzek,Bronze,male,canoeing and kayaking,444,7
Torsten Eckbrett,Bronze,male,canoeing and kayaking,445,7
Vadzim Makhneu,Bronze,male,canoeing and kayaking,446,7
Yang Wenjun,Gold,male,canoeing and kayaking,447,7
Yuriy Cheban,Bronze,male,canoeing and kayaking,448,7
Aneta Konieczna,Silver,female,canoeing and kayaking,449,7
Anne-Laure Viard,Bronze,female,canoeing and kayaking,450,7
Beata Mikołajczyk,Silver,female,canoeing and kayaking,451,7
Chantal Meek,Bronze,female,canoeing and kayaking,452,7
Conny Waßmuth,Gold,female,canoeing and kayaking,453,7
Danuta Kozák,Silver,female,canoeing and kayaking,454,7
Elena Kaliská,Gold,female,canoeing and kayaking,455,7
Fanny Fischer,Gold,female,canoeing and kayaking,456,7
Gabriella Szabó,Silver,female,canoeing and kayaking,457,7
Hannah Davis,Bronze,female,canoeing and kayaking,458,7
Inna Osypenko-Radomska,Gold,female,canoeing and kayaking,459,7
Jacqueline Lawrence,Silver,female,canoeing and kayaking,460,7
Josefa Idem,Silver,female,canoeing and kayaking,461,7
Katalin Kovács,Gold,female,canoeing and kayaking,462,7
Katrin Wagner-Augustin,Bronze,female,canoeing and kayaking,463,7
Lisa Oldenhof,Bronze,female,canoeing and kayaking,464,7
Lyndsie Fogarty,Bronze,female,canoeing and kayaking,465,7
Marie Delattre,Bronze,female,canoeing and kayaking,466,7
Natasa Dusev-Janics,Gold,female,canoeing and kayaking,467,7
Nicole Reinhardt,Gold,female,canoeing and kayaking,468,7
Violetta Oblinger-Peters,Bronze,female,canoeing and kayaking,469,7
Alexandr Kolobnev,Bronze,male,road bicycle racing,470,8
Fabian Cancellara,Silver,male,road bicycle racing,471,8
Gustav Larsson,Silver,male,road bicycle racing,472,8
Levi Leipheimer,Bronze,male,road bicycle racing,473,8
Samuel Sánchez,Gold,male,road bicycle racing,474,8
Emma Johansson,Silver,female,road bicycle racing,475,8
Emma Pooley,Silver,female,road bicycle racing,476,8
Karin Thürig,Bronze,female,road bicycle racing,477,8
Kristin Armstrong,Gold,female,road bicycle racing,478,8
Nicole Cooke,Gold,female,road bicycle racing,479,8
Tatiana Guderzo,Bronze,female,road bicycle racing,480,8
Alex Rasmussen,Silver,male,track cycling,481,9
Alexei Markov,Bronze,male,track cycling,482,9
Arnaud Tournant,Silver,male,track cycling,483,9
Bradley Wiggins,Gold,male,track cycling,484,9
Casper Jørgensen,Silver,male,track cycling,485,9
Chris Hoy,Gold,male,track cycling,486,9
Chris Newton,Bronze,male,track cycling,487,9
Ed Clancy,Gold,male,track cycling,488,9
Geraint Thomas,Gold,male,track cycling,489,9
Grégory Baugé,Silver,male,track cycling,490,9
Hayden Roulston,Silver,male,track cycling,491,9
Jamie Staff,Gold,male,track cycling,492,9
Jason Kenny,Silver,male,track cycling,493,9
Jens-Erik Madsen,Silver,male,track cycling,494,9
Jesse Sergent,Bronze,male,track cycling,495,9
Joan Llaneras Roselló,Silver,male,track cycling,496,9
Juan Curuchet,Gold,male,track cycling,497,9
Kiyofumi Nagai,Bronze,male,track cycling,498,9
Kévin Sireau,Silver,male,track cycling,499,9
Marc Ryan,Bronze,male,track cycling,500,9
Maximilian Levy,Bronze,male,track cycling,501,9
Michael Færk Christensen,Silver,male,track cycling,502,9
Michael Mørkøv,Silver,male,track cycling,503,9
Mickaël Bourgain,Bronze,male,track cycling,504,9
Mikhail Ignatiev,Bronze,male,track cycling,505,9
Paul Manning,Gold,male,track cycling,506,9
René Enders,Bronze,male,track cycling,507,9
Roger Kluge,Silver,male,track cycling,508,9
Ross Edgar,Silver,male,track cycling,509,9
Sam Bewley,Bronze,male,track cycling,510,9
Stefan Nimke,Bronze,male,track cycling,511,9
Steven Burke,Bronze,male,track cycling,512,9
Toni Tauler,Silver,male,track cycling,513,9
Walter Pérez,Gold,male,track cycling,514,9
Westley Gough,Bronze,male,track cycling,515,9
Anna Meares,Silver,female,track cycling,516,9
Guo Shuang,Bronze,female,track cycling,517,9
Leire Olaberria,Bronze,female,track cycling,518,9
Lesya Kalytovska,Bronze,female,track cycling,519,9
Marianne Vos,Gold,female,track cycling,520,9
Rebecca Romero,Gold,female,track cycling,521,9
Victoria Pendleton,Gold,female,track cycling,522,9
Wendy Houvenaghel,Silver,female,track cycling,523,9
Yoanka González,Silver,female,track cycling,524,9
Jean-Christophe Péraud,Silver,male,mountain biking,525,10
Julien Absalon,Gold,male,mountain biking,526,10
Nino Schurter,Bronze,male,mountain biking,527,10
Irina Kalentieva,Bronze,female,mountain biking,528,10
Maja Włoszczowska,Silver,female,mountain biking,529,10
Sabine Spitz,Gold,female,mountain biking,530,10
Donny Robinson,Bronze,male,bmx,531,11
Mike Day,Silver,male,bmx,532,11
Māris Štrombergs,Gold,male,bmx,533,11
Anne-Caroline Chausson,Gold,female,bmx,534,11
Jill Kintner,Bronze,female,bmx,535,11
Laëtitia Le Corguillé,Silver,female,bmx,536,11
Alexandre Despatie,Silver,male,diving,537,12
Dmitri Sautin,Silver,male,diving,538,12
Dmitriy Dobroskok,Bronze,male,diving,539,12
Gleb Galperin,Bronze,male,diving,540,12
He Chong,Gold,male,diving,541,12
Huo Liang,Gold,male,diving,542,12
Illya Kvasha,Bronze,male,diving,543,12
Lin Yue,Gold,male,diving,544,12
Matthew Mitcham,Gold,male,diving,545,12
Oleksiy Pryhorov,Bronze,male,diving,546,12
Patrick Hausding,Silver,male,diving,547,12
Qin Kai,Bronze,male,diving,548,12
Sascha Klein,Silver,male,diving,549,12
Wang Feng,Gold,male,diving,550,12
Yuriy Kunakov,Silver,male,diving,551,12
Zhou Lüxin,Silver,male,diving,552,12
Anastasia Pozdniakova,Silver,female,diving,553,12
Briony Cole,Silver,female,diving,554,12
Chen Ruolin,Gold,female,diving,555,12
Ditte Kotzian,Bronze,female,diving,556,12
Guo Jingjing,Gold,female,diving,557,12
Heike Fischer,Bronze,female,diving,558,12
Melissa Wu,Silver,female,diving,559,12
Paola Espinosa,Bronze,female,diving,560,12
Tatiana Ortiz,Bronze,female,diving,561,12
Wang Xin,Bronze,female,diving,562,12
